合约,日期,变化
T,20180205,不变
RI,20180205,不变
TF,20180205,不变
PP,20180205,不变
P,20180205,删除
WH,20180205,不变
IF,20180205,删除
I,20180205,删除
J,20180205,删除
FG,20180205,删除
BU,20180205,新增
SM,20180205,新增
A,20180205,新增
V,20180205,新增
L,20180205,新增
