合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180119,0,[ 0.],91.505,10000,915050.0,3
RI,20180119,0,[ 0.],2731.0,20,54620.0,54
TF,20180119,0,[ 0.],95.635,10000,956350.0,3
PP,20180119,0,[ 0.],9468.0,5,47340.0,65
BU,20180119,0,[ 0.],2724.0,10,27240.0,116
SM,20180119,1,[ 1.],7768.0,5,38840.0,67
WH,20180119,1,[ 1.],2594.0,20,51880.0,59
IF,20180119,1,[ 1.],4303.6,300,1291080.0,2
V,20180119,1,[ 1.],6670.0,5,33350.0,88
RM,20180119,1,[ 1.],2294.0,10,22940.0,127
