合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180222,0,[ 0.],91.7,10000,917000.0,3
RI,20180222,0,[ 0.],2806.0,20,56120.0,54
TF,20180222,0,[ 0.],95.88,10000,958800.0,3
PP,20180222,0,[ 0.],9282.0,5,46410.0,67
HC,20180222,0,[ 0.],3906.0,10,39060.0,75
WH,20180222,1,[ 1.],2599.0,20,51980.0,56
IF,20180222,1,[ 1.],4025.4,300,1207620.0,2
A,20180222,1,[ 1.],3613.0,10,36130.0,82
Y,20180222,1,[ 1.],5658.0,10,56580.0,50
RM,20180222,1,[ 1.],2464.0,10,24640.0,132
