合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180328,0,[ 0.],93.75,10000,937500.0,3
RI,20180328,0,[ 0.],2784.0,20,55680.0,54
PP,20180328,0,[ 0.],8543.0,5,42715.0,69
P,20180328,0,[ 0.],5078.0,10,50780.0,53
IH,20180328,0,[ 0.],2669.4,300,800820.0,3
SM,20180328,1,[ 1.],7414.0,5,37070.0,92
WH,20180328,1,[ 1.],2515.0,20,50300.0,57
L,20180328,1,[ 1.],9140.0,5,45700.0,62
MA,20180328,1,[ 1.],2686.0,10,26860.0,116
RS,20180328,1,[ 1.],5171.0,10,51710.0,57
