合约,日期,变化
RI,20180123,不变
PP,20180123,删除
JD,20180123,删除
C,20180123,不变
CU,20180123,删除
WH,20180123,不变
IF,20180123,不变
V,20180123,不变
Y,20180123,不变
RM,20180123,删除
T,20180123,新增
HC,20180123,新增
M,20180123,新增
SM,20180123,新增
