合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180308,0,[ 0.],92.94,10000,929400.0,3
RI,20180308,0,[ 0.],2784.0,20,55680.0,54
TF,20180308,0,[ 0.],96.535,10000,965350.0,3
PP,20180308,0,[ 0.],8970.0,5,44850.0,69
BU,20180308,0,[ 0.],2690.0,10,26900.0,121
WH,20180308,1,[ 1.],2581.0,20,51620.0,57
IF,20180308,1,[ 1.],4065.2,300,1219560.0,2
A,20180308,1,[ 1.],3696.0,10,36960.0,82
ZC,20180308,1,[ 1.],622.4,100,62240.0,49
