合约,日期,变化
RI,20180227,不变
B,20180227,删除
CU,20180227,删除
SM,20180227,不变
WH,20180227,不变
IF,20180227,删除
A,20180227,不变
V,20180227,删除
Y,20180227,新增
J,20180227,新增
