合约,日期,变化
RI,20180228,不变
PP,20180228,不变
BU,20180228,不变
IH,20180228,删除
JD,20180228,删除
SM,20180228,不变
WH,20180228,不变
A,20180228,不变
Y,20180228,不变
J,20180228,删除
T,20180228,新增
TF,20180228,新增
V,20180228,新增
