合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180201,0,[ 0.],2806.0,20,56120.0,54
PP,20180201,0,[ 0.],9408.0,5,47040.0,67
P,20180201,0,[ 0.],5136.0,10,51360.0,55
OI,20180201,0,[ 0.],6424.0,10,64240.0,44
M,20180201,0,[ 0.],2799.0,10,27990.0,106
SM,20180201,1,[ 1.],7626.0,5,38130.0,82
WH,20180201,1,[ 1.],2601.0,20,52020.0,58
ZC,20180201,1,[ 1.],666.0,100,66600.0,45
SF,20180201,1,[ 1.],6624.0,5,33120.0,83
SF,20180201,1,[ 1.],6624.0,5,33120.0,83
