合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180207,0,[ 0.],92.145,10000,921450.0,3
RI,20180207,0,[ 0.],2806.0,20,56120.0,54
TF,20180207,0,[ 0.],96.035,10000,960350.0,3
HC,20180207,0,[ 0.],3982.0,10,39820.0,75
IH,20180207,0,[ 0.],3018.4,300,905520.0,3
SM,20180207,1,[ 1.],7778.0,5,38890.0,86
WH,20180207,1,[ 1.],2631.0,20,52620.0,57
A,20180207,1,[ 1.],3519.0,10,35190.0,81
V,20180207,1,[ 1.],6790.0,5,33950.0,95
Y,20180207,1,[ 1.],5632.0,10,56320.0,50
