合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180322,0,[ 0.],2784.0,20,55680.0,55
PP,20180322,0,[ 0.],8752.0,5,43760.0,65
HC,20180322,0,[ 0.],3706.0,10,37060.0,74
IH,20180322,0,[ 0.],2859.0,300,857700.0,3
IC,20180322,0,[ 0.],6037.4,200,1207480.0,2
SM,20180322,1,[ 1.],7534.0,5,37670.0,90
WH,20180322,1,[ 1.],2590.0,20,51800.0,57
A,20180322,1,[ 1.],3715.0,10,37150.0,80
V,20180322,1,[ 1.],6355.0,5,31775.0,93
Y,20180322,1,[ 1.],5678.0,10,56780.0,49
