合约,日期,变化
T,20180222,不变
RI,20180222,不变
TF,20180222,不变
PP,20180222,不变
BU,20180222,删除
SM,20180222,删除
WH,20180222,不变
IF,20180222,不变
A,20180222,不变
RM,20180222,不变
HC,20180222,新增
Y,20180222,新增
