合约,日期,变化
T,20180327,不变
RI,20180327,不变
TF,20180327,不变
PP,20180327,不变
P,20180327,删除
SM,20180327,不变
WH,20180327,不变
IF,20180327,不变
A,20180327,删除
V,20180327,不变
JD,20180327,新增
L,20180327,新增
