合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180213,0,[ 0.],92.02,10000,920200.0,3
RI,20180213,0,[ 0.],2806.0,20,56120.0,54
PP,20180213,0,[ 0.],9204.0,5,46020.0,66
BU,20180213,0,[ 0.],2678.0,10,26780.0,122
V,20180213,0,[ 0.],6625.0,5,33125.0,99
SM,20180213,1,[ 1.],7816.0,5,39080.0,88
WH,20180213,1,[ 1.],2587.0,20,51740.0,56
IF,20180213,1,[ 1.],3904.6,300,1171380.0,2
Y,20180213,1,[ 1.],5650.0,10,56500.0,50
RM,20180213,1,[ 1.],2371.0,10,23710.0,131
