合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180419,0,[ 0.],95.12,10000,951200.0,3
RI,20180419,0,[ 0.],2784.0,20,55680.0,55
TF,20180419,0,[ 0.],97.94,10000,979400.0,3
PP,20180419,0,[ 0.],9026.0,5,45130.0,67
JD,20180419,0,[ 0.],4013.0,10,40130.0,71
IF,20180419,1,[ 1.],3811.0,300,1143300.0,2
V,20180419,1,[ 1.],6705.0,5,33525.0,84
Y,20180419,1,[ 1.],5820.0,10,58200.0,46
L,20180419,1,[ 1.],9290.0,5,46450.0,61
ZC,20180419,1,[ 1.],591.6,100,59160.0,46
