合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180208,0,[ 0.],91.825,10000,918250.0,3
RI,20180208,0,[ 0.],2806.0,20,56120.0,54
TF,20180208,0,[ 0.],95.885,10000,958850.0,3
PP,20180208,0,[ 0.],9239.0,5,46195.0,65
BU,20180208,0,[ 0.],2762.0,10,27620.0,111
WH,20180208,1,[ 1.],2623.0,20,52460.0,57
A,20180208,1,[ 1.],3538.0,10,35380.0,81
Y,20180208,1,[ 1.],5640.0,10,56400.0,50
RM,20180208,1,[ 1.],2338.0,10,23380.0,128
I,20180208,1,[ 1.],524.0,100,52400.0,63
