合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180109,0,[ 0.],92.645,10000,926450.0,3
RI,20180109,0,[ 0.],2731.0,20,54620.0,54
TF,20180109,0,[ 0.],96.41,10000,964100.0,3
PP,20180109,0,[ 0.],9499.0,5,47495.0,65
JD,20180109,0,[ 0.],3720.0,10,37200.0,79
SM,20180109,1,[ 1.],7240.0,5,36200.0,78
WH,20180109,1,[ 1.],2608.0,20,52160.0,58
IF,20180109,1,[ 1.],4197.4,300,1259220.0,2
Y,20180109,1,[ 1.],5794.0,10,57940.0,53
RM,20180109,1,[ 1.],2296.0,10,22960.0,130
