合约,日期,变化
RI,20180109,不变
PP,20180109,不变
P,20180109,删除
HC,20180109,删除
IH,20180109,删除
SM,20180109,不变
WH,20180109,不变
IF,20180109,不变
A,20180109,删除
L,20180109,删除
T,20180109,新增
TF,20180109,新增
JD,20180109,新增
Y,20180109,新增
RM,20180109,新增
