合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180301,0,[ 0.],92.655,10000,926550.0,3
RI,20180301,0,[ 0.],2784.0,20,55680.0,51
TF,20180301,0,[ 0.],96.435,10000,964350.0,3
PP,20180301,0,[ 0.],9272.0,5,46360.0,65
BU,20180301,0,[ 0.],2756.0,10,27560.0,118
SM,20180301,1,[ 1.],8190.0,5,40950.0,91
WH,20180301,1,[ 1.],2638.0,20,52760.0,56
IF,20180301,1,[ 1.],4035.0,300,1210500.0,2
A,20180301,1,[ 1.],3677.0,10,36770.0,81
V,20180301,1,[ 1.],6785.0,5,33925.0,93
