合约,日期,变化
T,20180329,不变
RI,20180329,不变
PP,20180329,不变
P,20180329,不变
IH,20180329,删除
SM,20180329,不变
WH,20180329,不变
L,20180329,不变
MA,20180329,删除
RS,20180329,删除
TF,20180329,新增
IF,20180329,新增
A,20180329,新增
