合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180105,0,[ 0.],92.45,10000,924500.0,3
RI,20180105,0,[ 0.],2731.0,20,54620.0,54
TF,20180105,0,[ 0.],96.26,10000,962600.0,3
PP,20180105,0,[ 0.],9508.0,5,47540.0,64
HC,20180105,0,[ 0.],3791.0,10,37910.0,78
WH,20180105,1,[ 1.],2645.0,20,52900.0,58
IF,20180105,1,[ 1.],4148.2,300,1244460.0,2
A,20180105,1,[ 1.],3672.0,10,36720.0,81
V,20180105,1,[ 1.],6830.0,5,34150.0,89
Y,20180105,1,[ 1.],5824.0,10,58240.0,52
