合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180313,0,[ 0.],92.695,10000,926949.9999999999,3
RI,20180313,0,[ 0.],2784.0,20,55680.0,54
TF,20180313,0,[ 0.],96.445,10000,964449.9999999999,3
PP,20180313,0,[ 0.],8882.0,5,44410.0,68
BU,20180313,0,[ 0.],2660.0,10,26600.0,121
SM,20180313,1,[ 1.],7766.0,5,38830.0,93
WH,20180313,1,[ 1.],2587.0,20,51740.0,57
Y,20180313,1,[ 1.],5708.0,10,57080.0,48
MA,20180313,1,[ 1.],2725.0,10,27250.0,112
RS,20180313,1,[ 1.],5288.0,10,52880.0,57
