合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180315,0,[ 0.],2784.0,20,55680.0,55
TF,20180315,0,[ 0.],96.495,10000,964950.0,3
PP,20180315,0,[ 0.],8890.0,5,44450.0,66
P,20180315,0,[ 0.],5110.0,10,51100.0,52
OI,20180315,0,[ 0.],6332.0,10,63320.0,43
WH,20180315,1,[ 1.],2588.0,20,51760.0,56
IF,20180315,1,[ 1.],4097.6,300,1229280.0,2
A,20180315,1,[ 1.],3638.0,10,36380.0,81
L,20180315,1,[ 1.],9330.0,5,46650.0,60
ZC,20180315,1,[ 1.],612.4,100,61240.0,48
