合约,日期,变化
RI,20180413,不变
PP,20180413,不变
P,20180413,不变
IH,20180413,不变
OI,20180413,删除
WH,20180413,不变
V,20180413,删除
ZC,20180413,删除
MA,20180413,不变
FG,20180413,删除
V,20180413,新增
SM,20180413,新增
RM,20180413,新增
I,20180413,新增
