合约,日期,变化
T,20180330,删除
RI,20180330,不变
TF,20180330,删除
PP,20180330,不变
P,20180330,删除
SM,20180330,不变
WH,20180330,不变
IF,20180330,删除
A,20180330,不变
L,20180330,删除
IH,20180330,新增
AU,20180330,新增
SR,20180330,新增
V,20180330,新增
Y,20180330,新增
