合约,日期,变化
T,20180328,不变
RI,20180328,不变
TF,20180328,删除
PP,20180328,不变
JD,20180328,删除
SM,20180328,不变
WH,20180328,不变
IF,20180328,删除
V,20180328,删除
L,20180328,不变
P,20180328,新增
IH,20180328,新增
MA,20180328,新增
RS,20180328,新增
