合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180209,0,[ 0.],2806.0,20,56120.0,54
PP,20180209,0,[ 0.],9238.0,5,46190.0,65
BU,20180209,0,[ 0.],2740.0,10,27400.0,112
HC,20180209,0,[ 0.],3949.0,10,39490.0,75
IH,20180209,0,[ 0.],2773.6,300,832080.0,3
WH,20180209,1,[ 1.],2615.0,20,52300.0,57
A,20180209,1,[ 1.],3560.0,10,35600.0,81
V,20180209,1,[ 1.],6715.0,5,33575.0,100
Y,20180209,1,[ 1.],5620.0,10,56200.0,50
RM,20180209,1,[ 1.],2334.0,10,23340.0,128
