合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180108,0,[ 0.],2731.0,20,54620.0,54
PP,20180108,0,[ 0.],9529.0,5,47645.0,65
P,20180108,0,[ 0.],5308.0,10,53080.0,57
HC,20180108,0,[ 0.],3770.0,10,37700.0,78
IH,20180108,0,[ 0.],2950.2,300,885060.0,3
SM,20180108,1,[ 1.],7154.0,5,35770.0,82
WH,20180108,1,[ 1.],2635.0,20,52700.0,59
IF,20180108,1,[ 1.],4163.8,300,1249140.0,2
A,20180108,1,[ 1.],3688.0,10,36880.0,81
L,20180108,1,[ 1.],9960.0,5,49800.0,62
