合约,日期,变化
T,20180301,不变
RI,20180301,不变
TF,20180301,不变
PP,20180301,不变
BU,20180301,不变
SM,20180301,不变
WH,20180301,不变
A,20180301,不变
V,20180301,不变
Y,20180301,删除
IF,20180301,新增
