合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180206,0,[ 0.],2806.0,20,56120.0,54
PP,20180206,0,[ 0.],9416.0,5,47080.0,65
BU,20180206,0,[ 0.],2796.0,10,27960.0,109
IH,20180206,0,[ 0.],3110.0,300,933000.0,3
M,20180206,0,[ 0.],2764.0,10,27640.0,105
SM,20180206,1,[ 1.],7742.0,5,38710.0,87
WH,20180206,1,[ 1.],2623.0,20,52460.0,57
A,20180206,1,[ 1.],3500.0,10,35000.0,81
FB,20180206,1,[ 1.],96.95,500,48475.0,65
I,20180206,1,[ 1.],521.0,100,52100.0,58
