合约,日期,变化
RI,20180202,不变
PP,20180202,不变
P,20180202,不变
OI,20180202,删除
M,20180202,删除
SM,20180202,删除
WH,20180202,不变
ZC,20180202,删除
SF,20180202,删除
SF,20180202,删除
T,20180202,新增
TF,20180202,新增
IF,20180202,新增
I,20180202,新增
J,20180202,新增
FG,20180202,新增
