合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180226,0,[ 0.],2806.0,20,56120.0,53
B,20180226,0,[ 0.],3424.0,10,34240.0,90
CU,20180226,0,[ 0.],53200.0,5,266000.0,11
SM,20180226,1,[ 1.],7986.0,5,39930.0,92
WH,20180226,1,[ 1.],2635.0,20,52700.0,56
IF,20180226,1,[ 1.],4108.2,300,1232460.0,2
A,20180226,1,[ 1.],3632.0,10,36320.0,81
V,20180226,1,[ 1.],6650.0,5,33250.0,94
