合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180323,0,[ 0.],2784.0,20,55680.0,54
PP,20180323,0,[ 0.],8525.0,5,42625.0,65
P,20180323,0,[ 0.],5112.0,10,51120.0,53
HC,20180323,0,[ 0.],3513.0,10,35130.0,74
IH,20180323,0,[ 0.],2734.4,300,820320.0,3
WH,20180323,1,[ 1.],2544.0,20,50880.0,57
A,20180323,1,[ 1.],3759.0,10,37590.0,80
RM,20180323,1,[ 1.],2502.0,10,25020.0,132
