合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180411,0,[ 0.],2784.0,20,55680.0,53
PP,20180411,0,[ 0.],9045.0,5,45225.0,68
P,20180411,0,[ 0.],5118.0,10,51180.0,53
HC,20180411,0,[ 0.],3466.0,10,34660.0,79
M,20180411,0,[ 0.],3247.0,10,32470.0,106
WH,20180411,1,[ 1.],2572.0,20,51440.0,56
IF,20180411,1,[ 1.],3932.6,300,1179780.0,2
L,20180411,1,[ 1.],9300.0,5,46500.0,62
FG,20180411,1,[ 1.],1351.0,20,27020.0,111
RS,20180411,1,[ 1.],5377.0,10,53770.0,55
