合约,日期,变化
RI,20180320,不变
TF,20180320,删除
PP,20180320,不变
P,20180320,删除
HC,20180320,不变
WH,20180320,不变
MA,20180320,不变
IH,20180320,新增
JD,20180320,新增
SF,20180320,新增
SF,20180320,新增
