合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180117,0,[ 0.],91.75,10000,917500.0,3
RI,20180117,0,[ 0.],2731.0,20,54620.0,54
TF,20180117,0,[ 0.],95.84,10000,958400.0,3
PP,20180117,0,[ 0.],9380.0,5,46900.0,66
P,20180117,0,[ 0.],5182.0,10,51820.0,57
SM,20180117,1,[ 1.],7448.0,5,37240.0,69
WH,20180117,1,[ 1.],2630.0,20,52600.0,58
RM,20180117,1,[ 1.],2280.0,10,22800.0,128
ZC,20180117,1,[ 1.],635.6,100,63560.0,43
SF,20180117,1,[ 1.],6688.0,5,33440.0,71
