合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180410,0,[ 0.],93.52,10000,935200.0,3
RI,20180410,0,[ 0.],2784.0,20,55680.0,54
TF,20180410,0,[ 0.],96.795,10000,967950.0,3
PP,20180410,0,[ 0.],9098.0,5,45490.0,67
P,20180410,0,[ 0.],5142.0,10,51420.0,53
SM,20180410,1,[ 1.],7610.0,5,38050.0,90
WH,20180410,1,[ 1.],2599.0,20,51980.0,57
IF,20180410,1,[ 1.],3925.8,300,1177740.0,2
V,20180410,1,[ 1.],6645.0,5,33225.0,87
L,20180410,1,[ 1.],9305.0,5,46525.0,62
