合约,日期,变化
T,20180111,不变
RI,20180111,不变
TF,20180111,不变
P,20180111,不变
M,20180111,删除
WH,20180111,不变
IF,20180111,删除
A,20180111,删除
Y,20180111,删除
L,20180111,不变
PP,20180111,新增
ZC,20180111,新增
JM,20180111,新增
JM,20180111,新增
