合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180320,0,[ 0.],2784.0,20,55680.0,55
PP,20180320,0,[ 0.],8706.0,5,43530.0,65
HC,20180320,0,[ 0.],3786.0,10,37860.0,77
IH,20180320,0,[ 0.],2900.0,300,870000.0,3
JD,20180320,0,[ 0.],3374.0,10,33740.0,68
WH,20180320,1,[ 1.],2591.0,20,51820.0,57
MA,20180320,1,[ 1.],2787.0,10,27870.0,109
SF,20180320,1,[ 1.],6268.0,5,31340.0,94
SF,20180320,1,[ 1.],6268.0,5,31340.0,94
