合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180131,0,[ 0.],2806.0,20,56120.0,54
TF,20180131,0,[ 0.],95.915,10000,959150.0000000001,3
PP,20180131,0,[ 0.],9512.0,5,47560.0,67
P,20180131,0,[ 0.],5192.0,10,51920.0,55
HC,20180131,0,[ 0.],3908.0,10,39080.0,75
WH,20180131,1,[ 1.],2605.0,20,52100.0,58
V,20180131,1,[ 1.],6890.0,5,34450.0,97
RM,20180131,1,[ 1.],2345.0,10,23450.0,130
FB,20180131,1,[ 1.],92.4,500,46200.0,64
