合约,日期,变化
RI,20180316,不变
TF,20180316,不变
PP,20180316,删除
P,20180316,不变
OI,20180316,删除
WH,20180316,不变
IF,20180316,删除
A,20180316,不变
L,20180316,删除
ZC,20180316,删除
IH,20180316,新增
AU,20180316,新增
SM,20180316,新增
V,20180316,新增
RM,20180316,新增
