合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180309,0,[ 0.],2784.0,20,55680.0,54
TF,20180309,0,[ 0.],96.545,10000,965450.0,3
PP,20180309,0,[ 0.],8982.0,5,44910.0,69
BU,20180309,0,[ 0.],2676.0,10,26760.0,119
P,20180309,0,[ 0.],5064.0,10,50640.0,52
WH,20180309,1,[ 1.],2591.0,20,51820.0,56
IF,20180309,1,[ 1.],4103.6,300,1231080.0,2
MA,20180309,1,[ 1.],2691.0,10,26910.0,112
RS,20180309,1,[ 1.],5217.0,10,52170.0,57
