合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180321,0,[ 0.],2784.0,20,55680.0,55
TF,20180321,0,[ 0.],96.66,10000,966600.0,3
PP,20180321,0,[ 0.],8697.0,5,43485.0,67
P,20180321,0,[ 0.],5090.0,10,50900.0,54
HC,20180321,0,[ 0.],3725.0,10,37250.0,77
WH,20180321,1,[ 1.],2585.0,20,51700.0,57
A,20180321,1,[ 1.],3715.0,10,37150.0,80
V,20180321,1,[ 1.],6265.0,5,31325.0,95
L,20180321,1,[ 1.],9275.0,5,46375.0,61
I,20180321,1,[ 1.],463.0,100,46300.0,67
