合约,日期,变化
T,20180105,不变
RI,20180105,不变
TF,20180105,不变
PP,20180105,不变
HC,20180105,不变
WH,20180105,不变
A,20180105,不变
V,20180105,不变
Y,20180105,不变
L,20180105,删除
IF,20180105,新增
