合约,日期,变化
T,20180118,不变
RI,20180118,不变
TF,20180118,不变
PP,20180118,不变
P,20180118,删除
SM,20180118,不变
WH,20180118,不变
RM,20180118,删除
ZC,20180118,不变
SF,20180118,删除
AU,20180118,新增
IF,20180118,新增
V,20180118,新增
