合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180307,0,[ 0.],2784.0,20,55680.0,53
TF,20180307,0,[ 0.],96.55,10000,965500.0,3
PP,20180307,0,[ 0.],9150.0,5,45750.0,68
BU,20180307,0,[ 0.],2704.0,10,27040.0,121
P,20180307,0,[ 0.],5212.0,10,52120.0,52
WH,20180307,1,[ 1.],2595.0,20,51900.0,56
MA,20180307,1,[ 1.],2676.0,10,26760.0,108
