合约,日期,变化
T,20180117,不变
RI,20180117,不变
TF,20180117,不变
PP,20180117,不变
P,20180117,不变
SM,20180117,不变
WH,20180117,不变
IF,20180117,删除
RM,20180117,不变
ZC,20180117,不变
SF,20180117,新增
