合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180123,0,[ 0.],91.755,10000,917550.0,3
RI,20180123,0,[ 0.],2731.0,20,54620.0,54
HC,20180123,0,[ 0.],3871.0,10,38710.0,78
M,20180123,0,[ 0.],2784.0,10,27840.0,104
C,20180123,0,[ 0.],1783.0,10,17830.0,169
SM,20180123,1,[ 1.],7706.0,5,38530.0,69
WH,20180123,1,[ 1.],2609.0,20,52180.0,59
IF,20180123,1,[ 1.],4400.0,300,1320000.0,2
V,20180123,1,[ 1.],6720.0,5,33600.0,88
Y,20180123,1,[ 1.],5760.0,10,57600.0,51
