合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180416,0,[ 0.],2784.0,20,55680.0,54
P,20180416,0,[ 0.],5024.0,10,50240.0,52
IH,20180416,0,[ 0.],2653.6,300,796080.0,3
M,20180416,0,[ 0.],3202.0,10,32020.0,109
V,20180416,0,[ 0.],6550.0,5,32750.0,86
WH,20180416,1,[ 1.],2515.0,20,50300.0,56
ZC,20180416,1,[ 1.],570.0,100,57000.0,45
MA,20180416,1,[ 1.],2654.0,10,26540.0,107
SF,20180416,1,[ 1.],6196.0,5,30980.0,97
RS,20180416,1,[ 1.],5351.0,10,53510.0,55
