合约,日期,变化
T,20180208,不变
RI,20180208,不变
TF,20180208,不变
HC,20180208,删除
IH,20180208,删除
SM,20180208,删除
WH,20180208,不变
A,20180208,不变
V,20180208,删除
Y,20180208,不变
PP,20180208,新增
BU,20180208,新增
RM,20180208,新增
I,20180208,新增
