合约,日期,变化
T,20180315,删除
RI,20180315,不变
TF,20180315,不变
PP,20180315,不变
BU,20180315,删除
WH,20180315,不变
A,20180315,不变
V,20180315,删除
Y,20180315,删除
RM,20180315,删除
P,20180315,新增
OI,20180315,新增
IF,20180315,新增
L,20180315,新增
ZC,20180315,新增
