合约,日期,变化
T,20180116,不变
RI,20180116,不变
TF,20180116,不变
PP,20180116,不变
P,20180116,不变
SM,20180116,不变
WH,20180116,不变
A,20180116,删除
V,20180116,删除
RM,20180116,不变
IF,20180116,新增
ZC,20180116,新增
