合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
T,20180111,0,[ 0.],92.13,10000,921300.0,3
RI,20180111,0,[ 0.],2731.0,20,54620.0,54
TF,20180111,0,[ 0.],96.045,10000,960450.0,3
PP,20180111,0,[ 0.],9632.0,5,48160.0,64
P,20180111,0,[ 0.],5328.0,10,53280.0,56
WH,20180111,1,[ 1.],2599.0,20,51980.0,59
L,20180111,1,[ 1.],10085.0,5,50425.0,62
ZC,20180111,1,[ 1.],636.0,100,63600.0,47
JM,20180111,1,[ 1.],1377.0,60,82620.0,36
JM,20180111,1,[ 1.],1377.0,60,82620.0,36
