合约,日期,方向,预测,收盘价1,合约乘数,价值,数量
RI,20180223,0,[ 0.],2806.0,20,56120.0,54
PP,20180223,0,[ 0.],9304.0,5,46520.0,65
HC,20180223,0,[ 0.],3888.0,10,38880.0,74
C,20180223,0,[ 0.],1813.0,10,18130.0,177
B,20180223,0,[ 0.],3405.0,10,34050.0,91
SM,20180223,1,[ 1.],8006.0,5,40030.0,91
WH,20180223,1,[ 1.],2635.0,20,52700.0,56
IF,20180223,1,[ 1.],4049.6,300,1214880.0,2
A,20180223,1,[ 1.],3628.0,10,36280.0,82
V,20180223,1,[ 1.],6595.0,5,32975.0,94
