合约,日期,前收盘,下一开盘价,开盘价,开盘价1,最高价,最低价,收盘价,收盘价1,成交量,成交额,成交笔数,涨跌(收盘价),涨跌幅(收盘价),振幅(收盘价),均价,持仓量,持仓量变化,前结算价,结算价,涨跌(结算价),涨跌幅(结算价),最近交易日期,市场最近交易日,MA_5,MA_10,MA_20,MA_30,MA_40,MA_60,持仓量变化,资金变动,价格变动贡献度,分类
PM.CZC,20180312,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/12,11.450069890363537,15.903830474406135,10.84921623298559,4.090044697335912,0.6291035501557332,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180313,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/13,11.450069890363537,14.813793827758445,11.418240884729983,4.568189793798119,1.0859094739435236,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180314,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/14,11.450069890363537,13.711442817012468,11.984819104990926,5.045673801214349,1.542572994169653,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180315,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/15,11.450069890363537,12.597610737507736,12.548837098196564,5.522428329343434,1.9990342759648811,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180316,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/16,11.450069890363537,11.473159696959414,13.110182708775888,5.998385304319122,2.455233563999684,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180319,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/19,11.450069890363537,11.473159696959414,13.668745487538914,6.473476997802408,2.911111205950789,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180320,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/20,11.450069890363537,11.473159696959414,14.224416756241737,6.947636055884402,3.3666076759004113,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180321,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/21,11.450069890363537,11.473159696959414,14.777089670274606,7.42079552771915,3.8216635976525026,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180322,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/22,11.450069890363537,11.473159696959414,14.294680648694992,7.892888893866157,4.276219767951098,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180323,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/23,11.450069890363537,11.473159696959414,13.732234884965436,8.363850094322622,4.730217179585516,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180326,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/26,11.450069890363537,11.473159696959414,13.166810296771779,8.833613556225714,5.183597044367346,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180327,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/27,11.450069890363537,11.473159696959414,12.598519600426258,9.302114221205592,5.6363008159643755,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180328,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/28,11.450069890363537,11.473159696959414,12.027477382662099,9.769287572370047,6.088270212576674,0.0,0.0,0.0,19.146246127401312,-1.0
PM.CZC,20180329,11.389054238498908,2520.0,0.0,2520.0,0.0,16.862194200479806,11.389054238498908,2520.0,0.0,0.0,0,-2520.0,19.146246127401312,0.0,2520.0,6.0,0.0,-10.40672311761044,-10.40672311761044,0.0,0.0,2018/3/5,2018/3/29,11.450069890363537,11.473159696959414,11.45380003200264,10.23506966090234,6.539447239440143,0.0,0.0,0.0,19.146246127401312,-1.0
