合约,日期,前收盘,下一开盘价,开盘价,开盘价1,最高价,最低价,收盘价,收盘价1,成交量,成交额,成交笔数,涨跌(收盘价),涨跌幅(收盘价),振幅(收盘价),均价,持仓量,持仓量变化,前结算价,结算价,涨跌(结算价),涨跌幅(结算价),最近交易日期,市场最近交易日,MA_5,MA_10,MA_20,MA_30,MA_40,MA_60,持仓量变化,资金变动,价格变动贡献度,分类
TF.CZC,20180102,-3.8490363045739286,96.265,-4.614567467130229,96.6,-4.680633720644948,-7.408505912225081,-9.151391052791766,96.26,10554.0,10182659750.0,0,-0.325,-30.00385941141169,0.38300295,96.48152122,45947.0,0.0,-4.054300227411034,-7.096026154513851,-0.2,-26.89808603607285,2018/1/2,2018/1/2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.08995768897229,-1.0
TF.CZC,20180103,-8.666392674220617,96.235,-9.270673546957816,96.265,-8.395317943140427,-7.477577049207646,-8.74384827407598,96.29,9053.0,8718178300.0,0,-0.095,-10.753103255074556,0.103885311,96.30153872,46389.0,9.112303216256848,-6.901770725972497,-8.38706329255917,-0.095,-14.373788974825388,2018/1/3,2018/1/3,0.0,0.0,0.0,0.0,0.0,0.0,9.112303216256848,9.0806232915591,-10.752837090224517,-1.0
TF.CZC,20180104,-8.251564682052148,96.25,-9.682317466808769,96.235,-9.1304254780229,-9.606384657942975,-9.287021329117145,96.25,10370.0,9975349550.0,0,-0.04,-5.414267808980036,0.207705888,96.19430617,45790.0,-10.73672766901241,-8.24277217981286,-9.063031032808226,-0.05,-8.344760492088824,2018/1/4,2018/1/4,0.0,0.0,0.0,0.0,0.0,0.0,-10.73672766901241,-10.692781086825669,-5.417328170992931,-1.0
TF.CZC,20180105,-8.804456385609235,96.285,-9.476626553040127,96.25,-8.99700018976634,-8.029302811153691,-9.151391052791766,96.26,5787.0,5570604750.0,0,0.02,0.5183174462660176,0.098701299,96.26066615,45119.0,-12.06720760397495,-8.944833745387385,-8.792955212905675,0.02,1.404421512256505,2018/1/5,2018/1/5,0.0,0.0,0.0,0.0,0.0,0.0,-12.06720760397495,-12.01958857937582,0.5180005219126542,-1.0
TF.CZC,20180108,-8.666392674220617,96.4,-8.99567131408994,96.285,-7.388195256649098,-8.235799858620915,-7.241767279320058,96.4,9121.0,8787388900.0,0,0.14,12.22115198433945,0.23893621399999998,96.34238461,44748.0,-6.447261060689719,-8.664339562755003,-6.95965957303607,0.135,16.97756040568001,2018/1/8,2018/1/8,-8.145990764885283,0.0,0.0,0.0,0.0,0.0,-6.447261060689719,-6.430858730957503,12.204364717752568,1.0
TF.CZC,20180109,-6.72299817247287,96.3,-7.406213337530502,96.4,-6.916508228997998,-6.022584984322428,-7.104657886989571,96.41,7085.0,6830388900.0,0,0.015,0.020102360555796395,0.10892116199999999,96.40633592,43751.0,-17.89391287619626,-6.760120464168018,-6.823209940315387,0.01,0.00032659901629727983,2018/1/9,2018/1/9,-7.752301272679233,0.0,0.0,0.0,0.0,0.0,-17.89391287619626,-17.85350035622374,0.019726072109925497,-1.0
TF.CZC,20180110,-6.583501281288541,96.2,-8.789128106505956,96.3,-7.993091180448516,-8.235799858620915,-9.963472492300689,96.2,9812.0,9449297900.0,0,-0.205,-20.731054420817095,0.191888808,96.30348451,43104.0,-11.625213761481703,-6.618383261090365,-9.063031032808226,-0.165,-23.039275695865737,2018/1/10,2018/1/10,-7.986992097498458,0.0,0.0,0.0,0.0,0.0,-11.625213761481703,-11.571771984270448,-20.773619807511956,-1.0
TF.CZC,20180111,-9.493108572110849,96.05,-10.1612130663042,96.2,-9.86233474670398,-11.10045993983286,-12.04071248846573,96.045,12570.0,12076672100.0,0,-0.195,-19.908861405304485,0.265072765,96.07535481,41639.0,-25.516106204271498,-8.944833745387385,-11.605610844175459,-0.19,-25.892828487302243,2018/1/11,2018/1/11,-8.515825907144162,0.0,0.0,0.0,0.0,0.0,-25.516106204271498,-25.37929446172492,-19.94037219905489,-1.0
TF.CZC,20180112,-11.608432473422084,96.135,-12.195503764239156,96.05,-10.722859020846997,-10.219427611264088,-10.704124473951367,96.145,6210.0,5968306100.0,0,0.095,7.924322631877402,0.13014732699999998,96.10798873,40470.0,-20.809433780474894,-11.584820404551593,-10.339817082446281,0.095,11.770846322264603,2018/1/12,2018/1/12,-8.813348722370904,0.0,0.0,0.0,0.0,0.0,-20.809433780474894,-20.710560873138927,7.916218927817255,1.0
TF.CZC,20180115,-10.247237310675509,96.035,-11.046491716270552,96.135,-11.249848150776984,-12.444672161313349,-12.571443667874668,96.005,10691.0,10259698400.0,0,-0.14,-14.994466930333523,0.260023922,95.96575063,40844.0,7.831493459959994,-10.270709168585427,-12.398820386036746,-0.155,-21.91727901398809,2018/1/15,2018/1/15,-9.830631392654603,-9.234918122685244,0.0,0.0,0.0,0.0,7.831493459959994,7.783440864566749,-15.016689302109896,-1.0
TF.CZC,20180116,-12.149028594765952,95.97,-12.397187745863,96.035,-11.971068438128299,-11.774339883825917,-12.83592563650182,95.985,6747.0,6477884050.0,0,-0.005,-1.961715852690908,0.1510338,96.01132429,39951.0,-16.074336356339437,-12.408079998563927,-12.596321670195962,-0.015,-3.503706478484858,2018/1/16,2018/1/16,-10.917162744069785,-9.588373760387157,0.0,0.0,0.0,0.0,-16.074336356339437,-15.967954709649874,-1.962483808467013,-1.0
TF.CZC,20180117,-12.418445067493856,95.8,-13.267180144221165,95.97,-12.818066484880198,-13.509355838539904,-14.734633663428312,95.84,14091.0,13517044750.0,0,-0.135,-14.553252135765838,0.218784185,95.92679547,40235.0,6.123703172115171,-12.613031910286146,-14.293663904551693,-0.13,-18.907978843108666,2018/1/17,2018/1/17,-11.81526047983995,-10.16138731363639,0.0,0.0,0.0,0.0,6.123703172115171,6.077370558643501,-14.575516084039059,-1.0
TF.CZC,20180118,-14.352900853689086,95.645,-15.50957811851304,95.8,-15.130318999900624,-15.671869289505345,-17.04108887838153,95.66,14051.0,13452682400.0,0,-0.185,-19.098180321480317,0.203464107,95.74181482,39756.0,-8.491859137620686,-14.37380238336958,-16.280800259871697,-0.155,-21.974788565597812,2018/1/18,2018/1/18,-12.749719729291712,-10.899799394983603,0.0,0.0,0.0,0.0,-8.491859137620686,-8.401394821766608,-19.13292544087346,-1.0
TF.CZC,20180119,-16.70339276724558,95.625,-17.507921709549066,95.645,-16.077979776534228,-16.57449969455395,-17.35660581680493,95.635,12942.0,12380982600.0,0,-0.055,-6.918977735903802,0.19862011300000001,95.66514140000001,38071.0,-28.730394263272448,-16.4335348993965,-17.351958696108838,-0.085,-13.139160090250876,2018/1/19,2018/1/19,-13.981292929924535,-11.676911952932215,0.0,0.0,0.0,0.0,-28.730394263272448,-28.483967099228032,-6.922145160845616,-1.0
TF.CZC,20180122,-17.024972563825337,95.85,-17.762291903784558,95.625,-15.38398304474736,-16.446122734736065,-15.316756739913593,95.795,10199.0,9761615700.0,0,0.19,16.955163029660156,0.245725937,95.71149819,37102.0,-17.408008034410294,-17.54291771641074,-15.196277816294646,0.17,21.442965847877673,2018/1/22,2018/1/22,-14.485416841098875,-12.437132396535254,0.0,0.0,0.0,0.0,-17.408008034410294,-17.261058122170233,16.929727540282656,1.0
TF.CZC,20180123,-14.9460837678119,95.86,-14.855267850989819,95.85,-14.237221061226414,-13.773943754508736,-15.123108982030338,95.81,9212.0,8827105350.0,0,0.035,2.0216982809609476,0.125267498,95.82181231,36047.0,-18.890665831938087,-15.309640107642885,-14.810461308781868,0.03,2.824900000752585,2018/1/23,2018/1/23,-14.903491004709188,-13.187282643237204,0.0,0.0,0.0,0.0,-18.890665831938087,-18.736445453751895,2.0213778515488983,-1.0
TF.CZC,20180124,-14.74875226329793,95.74,-14.723868339940857,95.86,-0.23970636560936498,-13.376819324085467,-14.409724228695872,95.865,10636.0,10199804100.0,0,0.06,4.50337218516772,1.1846362590000001,95.89887270000001,33638.0,-37.42802366605751,-14.909669823659286,-14.164049294093182,0.05,5.624174646020897,2018/1/24,2018/1/24,-14.844209246393845,-13.601106773320659,0.0,0.0,0.0,0.0,-37.42802366605751,-37.233990984404905,4.500740327873146,1.0
TF.CZC,20180125,-14.021837205204172,95.985,-16.28865600593872,95.74,-13.465431805318886,-14.82561710647208,-13.231511534194595,95.955,8562.0,8207972900.0,0,0.1,8.429085940544226,0.271214729,95.86513548,31528.0,-34.1928510536245,-14.239385867291979,-13.448284730995738,0.055,6.316517149183255,2018/1/25,2018/1/25,-14.146467889346326,-13.711671073158307,0.0,0.0,0.0,0.0,-34.1928510536245,-34.01780723507611,8.421586799345668,1.0
TF.CZC,20180126,-12.82143338130215,95.95,-13.066997682976513,95.985,-12.753126673873453,-11.975820704531813,-13.165676650638595,95.96,8278.0,7943935100.0,0,0.05,3.5045469047138553,0.10421551800000001,95.96442498,30001.0,-26.447538866152794,-13.496974661495742,-12.727806096684382,0.055,6.312132801457452,2018/1/26,2018/1/26,-13.373396124585,-13.939860397051113,0.0,0.0,0.0,0.0,-26.447538866152794,-26.28782415918012,3.504844062249731,-1.0
TF.CZC,20180129,-12.754364784787128,95.93,-13.533529328425537,95.95,-12.623138387639443,-12.645051807462032,-13.363064555701463,95.945,8507.0,8162467500.0,0,-0.02,-3.4506665078341214,0.16673614,95.95001176,28892.0,-19.806404142859645,-12.749469072518558,-12.596321670195962,0.01,0.006599163602537317,2018/1/29,2018/1/29,-13.011126208634025,-14.013139855077696,-10.992356960409715,0.0,0.0,0.0,-19.806404142859645,-19.672487708689303,-3.451971549641364,-1.0
TF.CZC,20180130,-12.955453718061094,95.915,-13.79922684284766,95.93,-13.400864134278464,-12.711769428153275,-14.279465252841845,95.875,9074.0,8704214850.0,0,-0.1,-11.261278557947733,0.109437699,95.92478345,27803.0,-19.468652955994926,-12.613031910286146,-13.578781136552486,-0.075,-11.768479289538845,2018/1/30,2018/1/30,-12.854330905833756,-14.146634017674835,-11.241028156958329,0.0,0.0,0.0,-19.468652955994926,-19.32314330985139,-11.27091931805635,-1.0
TF.CZC,20180131,-13.88911494777826,95.905,-13.998065284684536,95.915,-13.465431805318886,-12.711769428153275,-13.756776904798073,95.915,8420.0,8075955550.0,0,0.015,0.02823639109072218,0.10430247699999999,95.9139614,26305.0,-26.01432028705127,-13.63234498432768,-13.643970462297347,-0.005,-2.1021264565084934,2018/1/31,2018/1/31,-12.73283070871134,-14.05622356513313,-11.483670879718353,0.0,0.0,0.0,-26.01432028705127,-25.845585309539587,0.02739302055937287,1.0
TF.CZC,20180201,-13.356566383581999,96.025,-14.130414525747092,95.905,-12.29754181463511,-12.377803971844308,-12.04071248846573,96.045,12326.0,11832014800.0,0,0.15,13.21278655252872,0.172027316,95.99233166,22633.0,-46.05415071117121,-13.699966502968472,-11.870573131569301,0.135,17.042941408867662,2018/2/1,2018/2/1,-12.51092150335404,-13.592678738287155,-11.61676845526324,0.0,0.0,0.0,-46.05415071117121,-45.95994583126385,13.196320666953156,1.0
TF.CZC,20180202,-11.608432473422084,95.91,-12.531456248739715,96.025,-12.688150584347547,-11.707108398660566,-13.297307561780514,95.95,7154.0,6866691250.0,0,-0.08,-9.330175622053275,0.088500182,95.98394255,21560.0,-19.19725158747233,-11.85984213780771,-12.596321670195962,-0.055,-9.04910515827271,2018/2/2,2018/2/2,-12.535471869471571,-13.214901973446281,-11.816899508137816,0.0,0.0,0.0,-19.19725158747233,-19.06752100010659,-9.34010075117817,-1.0
TF.CZC,20180205,-12.888463088409814,96.01,-14.064260997754566,95.91,-13.400864134278464,-13.509355838539904,-14.214273193276426,95.88,11175.0,10716700250.0,0,-0.095,-10.782426783923363,0.171964565,95.89888367,20211.0,-23.72148962922887,-12.613031910286146,-14.228877109441143,-0.125,-18.282816838414988,2018/2/5,2018/2/5,-12.694107000088664,-13.112076928574965,-12.15276160642955,0.0,0.0,0.0,-23.72148962922887,-23.55447075632774,-10.791643479546728,-1.0
TF.CZC,20180206,-13.822690945925672,95.98,-12.732573994225106,96.01,-11.643740015179475,-11.23551059305752,-12.240008718552993,96.03,12511.0,12015267950.0,0,0.18,16.00146858645782,0.13558614900000002,96.03763049,18339.0,-31.257886800090358,-14.306616326250143,-11.738160668945604,0.19,23.742058590994247,2018/2/6,2018/2/6,-12.313669860702007,-12.842737262787551,-12.399544711407728,0.0,0.0,0.0,-31.257886800090358,-31.10399106162644,15.97891875985323,1.0
TF.CZC,20180207,-11.811427185343,96.07,-13.133764854757764,95.98,-12.493006359561427,-11.975820704531813,-12.173612548058067,96.035,8508.0,8165272000.0,0,-0.005,-1.9615865756170194,0.12496095,95.97169723,16001.0,-36.70513591494886,-11.722405154863054,-12.266971847015682,-0.04,-6.983694917185211,2018/2/7,2018/2/7,-12.017520109099877,-12.633404790385015,-12.505599422085027,0.0,0.0,0.0,-36.70513591494886,-36.552534059894064,-1.9622251563417095,-1.0
TF.CZC,20180208,-11.743798050355082,95.845,-11.92607481516773,96.07,-11.578173652580418,-12.845090163978405,-14.149039649024317,95.885,10422.0,10005471650.0,0,-0.115,-12.675740052430825,0.265528193,96.00337411,14295.0,-29.023772433738575,-12.271250269541795,-13.317632475175792,-0.08,-12.436075760924439,2018/2/8,2018/2/8,-12.41174897795323,-12.719344221442412,-12.606680549102705,0.0,0.0,0.0,-29.023772433738575,-28.838035800835222,-12.695665605483853,-1.0
TF.CZC,20180209,-13.75622527193223,96.08,-14.920901211158949,95.845,-11.578173652580418,-12.978256993055282,-11.64116379919981,96.075,14664.0,14077592350.0,0,0.155,13.686423296654247,0.276372738,96.00103894,10870.0,-44.92558885735132,-13.361435913944334,-12.266971847015682,0.08,9.755599462787771,2018/2/9,2018/2/9,-12.102179190024245,-12.576517546577662,-12.651577970016163,0.0,0.0,0.0,-44.92558885735132,-44.823602012398226,13.660431982877967,1.0
