价格变动贡献度,资金变动,持仓量变化,MA_60,MA_40,MA_30,MA_20,MA_10,MA_5,分类
28.563823798096625,15.684662573760688,14.755304475336034,-16.390498991196868,-14.591528107291765,-13.430316505911273,-12.748573361225006,-12.110785282470216,-12.749927072122981,1.0
-9.41277255169549,-6.5161550212007455,-6.377918289681831,-16.332614068956374,-14.41252698933917,-13.316853067186186,-12.693252173146092,-12.186667047810154,-12.764911116896233,0.0
-11.359917898712506,6.5320290349689865,6.096487873810452,-16.286556589264688,-14.245943434198846,-13.21625498308331,-12.67632498672473,-12.335903854378287,-12.624397273747787,0.0
22.44598313903039,-8.561327601957098,-8.264496173492184,-16.207103058673404,-14.059171577634425,-13.1161350970928,-12.59084464757391,-12.4445628410661,-12.3605254148668,1.0
2.8087346746850628,-6.684476330849647,-6.473425761296638,-16.132709800601347,-13.911874083454272,-13.012808859455195,-12.577406343476227,-12.421352117543224,-12.1090001144361,1.0
29.871951543712825,17.207654856813505,15.933868098334573,-16.05995843803734,-13.738933129240165,-12.877476771182527,-12.49549063951116,-12.241788907653971,-11.850378856957741,1.0
5.699720426546016,7.886792528691124,7.209643222691313,-15.978771964501204,-13.54578227911582,-12.726090434467757,-12.330552934319654,-12.07045659905026,-11.490743911286678,1.0
3.340591629488109,-4.315904746495357,-4.1025840474869915,-15.896710345137329,-13.364101618370853,-12.651279658557966,-12.169499455259034,-11.782682679759688,-11.052618221791477,0.0
-20.90492355159871,-9.34597649623192,-8.941784041814614,-15.82402329446658,-13.188715026627447,-12.602172131659572,-12.044704320888993,-11.613106566280903,-10.975824999666408,0.0
-2.7439025596567035,5.462866295491345,5.015825103459235,-15.744594255310357,-13.021984470978573,-12.554179090921352,-11.95622254298749,-11.472113478895402,-10.944105977104984,0.0
11.702998747084315,-11.789311959782474,-11.163659469249751,-15.68635181723782,-12.880909762472987,-12.525712742496488,-11.91502463982652,-11.394892804036758,-11.047677959030487,1.0
-0.9226435770890332,-26.51613671549089,-25.15438016905388,-15.625742175795414,-12.765270724639011,-12.44940552062662,-11.894524785983208,-11.277832412864294,-11.172123938636998,0.0
-23.386843329707567,-15.658224726001347,-15.065047678819475,-15.570367642808435,-12.67337249856098,-12.417364729409258,-11.93820241655078,-11.216028420334725,-11.485994743565927,0.0
-29.085968135005427,38.8964808984516,37.953905032268736,-15.532186144282887,-12.624477581916132,-12.395614949091431,-12.045589222501526,-11.322620768585686,-11.776958785707832,0.0
7.662702729542026,6.9605679974890995,6.526469191478548,-15.487512756106605,-12.574636234526794,-12.424191571712965,-12.090039258019544,-11.435017246213192,-12.034477026127668,1.0
-1.4648930012488606,6.583650224480857,6.17085854275571,-15.440568731239313,-12.534730567955346,-12.451928926510513,-12.123724955502643,-11.68230810104074,-12.427761968722052,0.0
-2.9100404137032068,-10.174951690600473,-10.028168214717503,-15.344240994286606,-12.485840540348839,-12.428110455899565,-12.167746108922891,-11.941980610266853,-12.824960472359722,0.0
14.748058585209858,4.591566032739756,4.220208826893924,-15.228669606298835,-12.477124031993275,-12.383348273597619,-12.118579836459787,-12.13115922510224,-12.891543777739034,1.0
-8.472588513628722,-11.890721339406824,-11.596728831311625,-15.105749288039169,-12.469460645179176,-12.338606084825829,-12.092137227417355,-12.247641413791367,-12.834997995448127,0.0
0.5949598186101781,-1.8868945547171376,-1.9855583727173496,-14.982053518121988,-12.45749358193482,-12.311436781460323,-12.069821591194707,-12.343793047781,-12.770957049229464,1.0
29.1121753626896,-3.0508450999746515,-2.9995837634345435,-14.831633871371364,-12.44329874351846,-12.293519390853492,-12.045812815501954,-12.372828617674381,-12.436242040009306,1.0
42.09866873258606,16.504681809055697,15.015156258550943,-14.656719378369734,-12.339523329524065,-12.219019571003654,-11.896927281400863,-12.191480480253205,-11.674043185810433,1.0
31.34199197425207,-14.666196772634224,-13.044847204869493,-14.453002182798194,-12.200794449594099,-12.097145348611688,-11.640790755452102,-11.739993295426295,-10.699015637758462,1.0
9.565626173588527,-7.7303379497655555,-6.807401054048157,-14.243258454913715,-12.038731750163072,-11.976942657424082,-11.407362807940444,-11.165538244614917,-9.600152136509976,1.0
21.243250232497505,-19.27832082360516,-16.823663660755138,-14.04321353249604,-11.887906603153342,-11.778985712731028,-11.123904738688182,-10.484814886752801,-8.29610216730211,1.0
14.598990860051615,36.48890781551231,32.714221323168275,-13.831317870649883,-11.710756340803258,-11.5398581644979,-10.857218411762505,-9.702672353090016,-7.061313828779582,1.0
44.49277190512706,39.63001885490272,34.96581498972124,-13.55636441937159,-11.419775202577467,-11.208933892785184,-10.449645529192717,-8.626001170181752,-5.665475592438512,1.0
-15.320900206706677,2.2408978614170465,1.9748199079529984,-13.31097098377181,-11.162446564396994,-10.880818249029453,-10.104474009424614,-7.745669270590987,-4.874982999808979,0.0
29.94795053588229,18.396531890773304,15.249419119354483,-13.019050542023509,-10.849563958928995,-10.494581854840312,-9.613739850452731,-6.648187617606106,-3.77341882179919,1.0
21.67795460467444,1.3835282181637112,1.2872940629214824,-12.718281932888596,-10.533729425352364,-10.089639104399367,-9.080993670322748,-5.489657376110016,-2.752378747107315,1.0
-1.0688776028961442,8.346287500988495,6.9027343558938705,-12.448087612198437,-10.26087916455021,-9.73109215425248,-8.58566795768845,-4.475498068629719,-1.949324545940556,0.0
7.369528899701869,6.130836654511576,5.095814512849287,-12.18925121529088,-9.989707506084834,-9.347541677586307,-8.073183471004846,-3.638503718979308,-1.6558661090105955,1.0
43.53656117677497,8.394834677101983,6.7279263177710495,-11.880598778930914,-9.655061676816835,-8.855648353813939,-7.372274353406914,-2.6974835592720297,-0.5600526460531157,1.0
-9.617108822570144,-7.238478873806358,-5.431540183005262,-11.602818352154749,-9.354803615142927,-8.42287586087194,-6.675981986304072,-1.888306079999268,-0.03139618355213969,0.0
-28.830302804917327,9.816055081825366,8.027643939841496,-11.349272367830965,-9.058835352467767,-8.040095162690001,-6.051729754122717,-1.3255678307530159,0.08585945799850236,0.0
2.1562103841291886,0.3962719177997869,0.5187554928021498,-11.091356878280775,-8.741220428462597,-7.681242607532767,-5.396730721158072,-0.8008906459669589,0.3410349339085457,1.0
-34.32186778816475,-20.60375282105568,-16.848112316078755,-10.859741207588648,-8.476190214078876,-7.3890485037432265,-4.835201812643163,-0.7453896962322021,0.16202498480157598,0.0
39.511590736155746,19.383713159594805,15.587322196008545,-10.619989158359097,-8.111861227182182,-7.004910658105858,-4.173418907759356,-0.3005008177548589,-0.03489839719986065,1.0
-24.524946498650237,-5.539322179370707,-4.198825221844031,-10.395579630413023,-7.780474462033019,-6.624751883949301,-3.5545462376672106,-0.15013396116538047,-0.26092825558216504,0.0
-19.222120458631505,-6.574090244500418,-5.079818277159987,-10.179139213765566,-7.467213155308045,-6.259031213620752,-2.9680522721775735,-0.12267598431849792,-0.3231725965752545,0.0
19.706936159910526,1.4348786366549933,1.34102345000953,-9.96410906064216,-7.157526386307835,-5.876862777556879,-2.391388002468524,0.025892837711325,-0.2800541900508051,1.0
23.73085329977107,-16.011520385458883,-12.330631023246825,-9.705300403762225,-6.810711773694237,-5.459240799055762,-1.8666867671958942,0.2447287541162808,0.3394449884050985,1.0
0.954816644871272,-4.442030999675097,-3.208606939843605,-9.452096511751444,-6.452746602039318,-5.008757118837097,-1.426264058074402,0.1939679035667723,0.4340130619825473,1.0
-11.747589405902927,-20.61248600673554,-16.229842054412515,-9.200930591189142,-6.132740760583545,-4.552533167625484,-1.037273539492659,0.16919970395113634,0.6093565241980771,0.0
-6.6554579243581875,-2.8180125886880987,-2.0070348691731468,-8.98328639612236,-5.824887880909023,-4.110735567171588,-0.7206962041680711,0.2427821202511069,0.8185872759800503,0.0
3.195236276779056,30.92187048306241,25.346045912932443,-8.74651625213562,-5.524276491846494,-3.634193861797634,-0.4018192580013178,0.35814705917751155,1.0067483261275711,1.0
-49.874703114012604,0.35127775494685665,0.4058701330224821,-8.56387849101609,-5.343978580314307,-3.311829972758112,-0.4509556176203802,0.2049887289565575,0.08208110814815227,0.0
-2.2453621861026107,18.218125944163504,15.363847167450901,-8.37842124012667,-5.157680825551758,-3.005179791214502,-0.4277173504668284,-0.19195899963177251,-0.8128275115932055,1.0
-45.41852100639085,0.2707370710063657,0.2714786372367541,-8.239292382281072,-5.0199533354292285,-2.7863609750534053,-0.6392851495113518,-0.766457845171054,-2.152038169493956,0.0
-25.896620694804955,23.84559169304075,21.279957543191657,-8.130296637223537,-4.907381843361237,-2.6072993785180567,-0.9405831082555453,-1.3989954447130302,-3.6492161892323547,0.0
11.879215281274268,3.5238564746484258,3.090706933993303,-8.035142063109213,-4.790929869093191,-2.4453716232450446,-1.1984513714282343,-2.0678028317139265,-5.203412478483863,1.0
20.865406060774745,-13.525252819278009,-11.576138806013349,-7.927703406059443,-4.64635713842091,-2.316004035192087,-1.4190778339247458,-2.73460002352737,-5.607658658373836,1.0
-10.601413121504985,-8.382215837759349,-7.283660102380082,-7.845606109400188,-4.50600296963767,-2.28098948879768,-1.833087822011372,-3.5188037923888933,-6.282509269762862,0.0
-26.35866543006113,-12.032505043722471,-10.749917211861836,-7.794972671148116,-4.378924828680496,-2.303625993539775,-2.2700067680801723,-4.3766742469807545,-6.655120063546661,0.0
27.494334614211088,7.1410276376989055,6.234587500150568,-7.69523604344311,-4.2128892875015325,-2.3100188928300227,-2.561480102623697,-5.041819012802456,-6.483360509392334,1.0
16.22510495148461,-10.31383549506507,-8.847433785679648,-7.578772034325901,-4.028278178046257,-2.325223413444576,-2.8482162985539867,-5.7409718942586485,-6.329314888399543,1.0
-8.64213922553764,-6.4369761224618784,-5.5273913883019565,-7.470623905181738,-3.850528778979623,-2.4461988979496283,-3.0569136192944555,-6.006028245772357,-6.457548218740727,0.0
2.185636986993877,10.133334566299744,8.815972298682809,-7.342049566672159,-3.69035209938248,-2.525779387274952,-3.4010102281303105,-6.294532016154236,-6.362262633035876,0.0
-27.573025757196913,-3.500530180366539,-3.0799873919384595,-7.238100722372714,-3.5542138295561543,-2.7089746187909327,-3.7514090777248232,-6.414142646533308,-6.230217216763678,0.0
-0.21697160604102092,2.3818866673639008,2.0983034040745423,-7.139368775563406,-3.4235474136069683,-2.920531917296969,-4.081991412218038,-6.435621201604442,-6.445057072389282,0.0
7.328762288989707,19.492556221155837,17.25290485956218,-7.053446893489834,-3.3121746788681534,-3.1108225388625783,-4.44261408259559,-6.482246975861571,-6.692912042176089,1.0
-0.8701918515178519,-13.539585843893633,-11.874371635530052,-6.957787237860592,-3.2494885001056133,-3.3074494883951218,-4.8489720495518185,-6.624418067486474,-6.850510709109969,1.0
-1.151752520012991,7.336712860698178,6.441594104743827,-6.856293828959551,-3.2321783181967803,-3.6001525272347834,-5.261556165252394,-6.661567155935592,-7.0206261939511085,0.0
20.678972182093037,3.3497325814057963,2.9298907126429237,-6.750610112583772,-3.19740447268434,-3.8269024836212537,-5.588633731890261,-6.454344477108818,-6.735983230201626,1.0
-26.743642327615575,-2.3951659192772823,-2.0983034040745494,-6.668721543064335,-3.2218345321503463,-4.049803658219473,-5.9604138042833785,-6.5323363708007065,-6.677827084879575,0.0
-20.730114665599828,10.018511820964363,8.86840495166632,-6.6153827596117765,-3.278845658188104,-4.303734032819705,-6.400275590402153,-6.7134891419386955,-6.794140510225255,0.0
11.679930224933507,-1.2958279981373764,-1.1207185468666196,-6.55217405692482,-3.3922795467559936,-4.473073138398242,-6.575309649928527,-6.7989033952378355,-6.8082555171434285,1.0
37.82444369403306,-13.851412209837164,-11.730483980231421,-6.451095929531527,-3.4199489349409475,-4.66171608080456,-6.654141016403437,-6.668059329805466,-6.375305292265309,1.0
6.635516175914511,-22.98308151039485,-19.72263743543248,-6.332058731343409,-3.494738243381505,-4.8124421681997305,-6.585798422677031,-6.411446065283122,-6.144028369192249,1.0
-15.022620589461319,22.516015354700585,19.416142928167613,-6.2086665754271815,-3.5843437835753416,-4.940775027686343,-6.45533310892079,-6.128637181920595,-5.6340844652580975,1.0
-12.80214031026481,18.508420371684977,15.963510054732867,-6.101713275138081,-3.678912600350748,-5.117268713463987,-6.3795604775569155,-5.930330922498364,-5.120221609647139,0.0
2.5885084007986805,17.355054891210045,14.890314392082615,-5.988558987933813,-3.7732684297929215,-5.3177464804694585,-6.341656068201112,-5.712541158331341,-4.669550818185108,1.0
-25.751488604785305,0.9992664865067198,0.9003794440613504,-5.884292589072353,-3.975462586431476,-5.568733018424659,-6.320888392172384,-5.633924684004826,-4.9427728431828015,0.0
34.80446477139361,12.536456084510903,10.672203534055173,-5.731131426788565,-4.1051869864521615,-5.732433321366727,-6.1340125401520345,-5.466736586281172,-4.837738955542727,1.0
-20.999866303011967,-10.52630059355149,-8.978461870249419,-5.599770412492923,-4.230510392652235,-5.924161757038242,-6.086592468975218,-5.294111748817008,-4.99971298278367,0.0
-12.100895339505707,8.900783159898381,7.732488825878682,-5.4754735949685625,-4.382117095171793,-6.165233553377384,-6.096239211294622,-5.132905264498632,-5.189187034580236,0.0
-12.53336933518463,4.345770048582999,3.803015773332774,-5.35846491260962,-4.497466683710441,-6.2655401091278895,-6.113291785880739,-5.081936023337633,-5.537970253872473,0.0
-32.5861195706851,13.621342151957009,12.1514046102006,-5.281171499777528,-4.721960486252662,-6.426774372202686,-6.209412216784769,-5.404455680689082,-5.913246546273456,0.0
-28.926122451484986,8.956237921460627,8.048709384783933,-5.215346756987074,-4.9421485699066565,-6.521560941410378,-6.290869976814151,-5.823474822720165,-6.862698204057615,0.0
