combination,rate
"(0, 4, 5)",0.7463768115942029
"(0, 1, 4, 5)",0.7463768115942029
"(0, 2, 4, 5)",0.7463768115942029
"(0, 3, 4, 5)",0.7463768115942029
"(0, 4, 5, 6)",0.7463768115942029
"(0, 4, 5, 8)",0.7463768115942029
"(0, 1, 2, 4, 5)",0.7463768115942029
"(0, 1, 3, 4, 5)",0.7463768115942029
"(0, 1, 4, 5, 6)",0.7463768115942029
"(0, 1, 4, 5, 8)",0.7463768115942029
"(0, 2, 3, 4, 5)",0.7463768115942029
"(0, 2, 4, 5, 6)",0.7463768115942029
"(0, 2, 4, 5, 8)",0.7463768115942029
"(0, 3, 4, 5, 6)",0.7463768115942029
"(0, 3, 4, 5, 8)",0.7463768115942029
"(0, 1, 2, 3, 4, 5)",0.7463768115942029
"(0, 1, 2, 4, 5, 6)",0.7463768115942029
"(0, 1, 2, 4, 5, 8)",0.7463768115942029
"(0, 1, 3, 4, 5, 6)",0.7463768115942029
"(0, 1, 3, 4, 5, 8)",0.7463768115942029
"(0, 2, 3, 4, 5, 6)",0.7463768115942029
"(0, 2, 3, 4, 5, 8)",0.7463768115942029
"(0, 1, 2, 3, 4, 5, 6)",0.7463768115942029
"(0, 1, 2, 3, 4, 5, 8)",0.7463768115942029
"(0, 4)",0.7427536231884058
"(0, 1, 4)",0.7427536231884058
"(0, 2, 4)",0.7427536231884058
"(0, 3, 4)",0.7427536231884058
"(0, 1, 2, 4)",0.7427536231884058
"(0, 1, 3, 4)",0.7427536231884058
"(0, 2, 3, 4)",0.7427536231884058
"(0, 1, 2, 3, 4)",0.7427536231884058
"(0,)",0.7391304347826086
"(0, 1)",0.7391304347826086
"(0, 2)",0.7391304347826086
"(0, 6)",0.7391304347826086
"(0, 1, 2)",0.7391304347826086
"(0, 1, 6)",0.7391304347826086
"(0, 2, 6)",0.7391304347826086
"(0, 3, 5)",0.7391304347826086
"(0, 3, 6)",0.7391304347826086
"(0, 4, 6)",0.7391304347826086
"(0, 1, 2, 6)",0.7391304347826086
"(0, 1, 3, 5)",0.7391304347826086
"(0, 1, 3, 6)",0.7391304347826086
"(0, 1, 4, 6)",0.7391304347826086
"(0, 2, 3, 5)",0.7391304347826086
