合约,日期,收盘价1,价格变动贡献度,资金变动,持仓量变化,MA_60,MA_40,MA_30,MA_20,MA_10,MA_5,分类
BB.DCE,20161115,97.7,-35.28776932734905,0.0,0.0,-6.156048340817166,-5.581917513461279,-5.6446931739351305,-6.51535476536187,-7.6871841770575315,-8.168069739508162,0.0
BB.DCE,20161116,101.2,46.8928957099848,0.0,0.0,-6.085546985468483,-5.565009103680666,-5.583706474021568,-6.4909569952547495,-7.392498095099789,-7.406684897354482,1.0
BB.DCE,20161117,106.25,49.481760982504866,0.0,0.0,-5.9631223049120194,-5.476543429222488,-5.430002939555557,-6.34924416142912,-6.817728714448244,-6.042343225015372,1.0
BB.DCE,20161118,107.8,49.999995042789145,0.0,0.0,-5.824636522063437,-5.36598950310421,-5.247629461750883,-6.164994307282896,-6.178714073049981,-4.725738102340792,1.0
BB.DCE,20161121,105.0,40.914200975448395,0.0,0.0,-5.714986788730974,-5.295235766613247,-5.116786418417014,-6.035586324143858,-5.690085221613586,-4.132824643682255,0.0
BB.DCE,20161122,104.2,-16.059037258074312,0.0,0.0,-5.613538937519735,-5.235827882180608,-5.000617963904993,-5.9279928147244965,-5.283960397930166,-3.419824656199744,0.0
BB.DCE,20161123,104.7,10.162710130864916,0.0,0.0,-5.506899925048714,-5.194718576376354,-4.8751987501742855,-5.806678523145684,-4.71440357543716,-3.0339286341981047,1.0
BB.DCE,20161124,105.35,13.034352732804889,0.0,0.0,-5.393512833919196,-5.142949703226648,-4.7377468257978,-5.674301444720798,-4.0845960574185805,-3.1335796113738037,1.0
BB.DCE,20161125,101.4,-48.217733505616934,0.0,0.0,-5.320762177190218,-5.147191090955745,-4.672912063206951,-5.6498138520827865,-3.780501874821312,-3.8403676473757287,0.0
BB.DCE,20161128,98.2,-46.05836179670203,0.0,0.0,-5.277208647890389,-5.149296312977405,-4.698440642566467,-5.712168267623526,-3.855952386469341,-4.586377663166843,0.0
BB.DCE,20161129,96.45,-33.610406545686224,0.0,0.0,-5.251444547447584,-5.1758988453970645,-4.76945000130106,-5.821688943654635,-3.9229869346764232,-5.432349594288255,0.0
BB.DCE,20161130,93.35,-46.33561393511753,0.0,0.0,-5.256973414712327,-5.238558536190625,-4.8953872638426645,-5.883156545338999,-4.343734676565717,-6.662417746091138,0.0
